#Time_Logged	#Tx_Start	#Tone	#Lat	#Long	#Power	#Accuracy	#Mode
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:15	2024-03-14_14:16:15	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:16	2024-03-14_14:16:16	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:17	2024-03-14_14:16:17	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:18	2024-03-14_14:16:18	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:19	2024-03-14_14:16:19	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:20	2024-03-14_14:16:20	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:21	2024-03-14_14:16:21	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:22	2024-03-14_14:16:22	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:23	2024-03-14_14:16:23	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:24	2024-03-14_14:16:24	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:25	2024-03-14_14:16:25	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
2024-03-14_14:16:26	2024-03-14_14:16:26	2	40.7128	-74.006	0	1.0	Active
